gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,credit
F,N,Y,1,157500.0,Commercial associate,Higher education,Married,House / apartment,13673,2667,0,0,0,Core staff,3.0,43.0,0.0
F,N,N,2,130500.0,Working,Secondary / secondary special,Married,House / apartment,15436,3476,0,0,0,Sales staff,4.0,24.0,2.0
F,Y,N,0,225000.0,Commercial associate,Higher education,Married,With parents,11828,165,0,0,0,Accountants,2.0,18.0,2.0
F,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,14814,2441,1,1,0,Laborers,2.0,30.0,1.0
F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,17567,3917,0,0,0,unknown,2.0,58.0,1.0
M,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,16670,5364,0,1,0,Security staff,2.0,10.0,2.0
M,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,23124,0,0,0,0,unknown,2.0,9.0,2.0
F,N,Y,0,135000.0,State servant,Incomplete higher,Single / not married,With parents,9873,2086,0,1,1,unknown,1.0,16.0,2.0
M,Y,N,0,225000.0,Working,Higher education,Civil marriage,Rented apartment,14555,1226,1,0,0,Managers,2.0,42.0,0.0
F,Y,Y,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,13455,2051,0,0,0,Core staff,2.0,3.0,1.0
F,Y,Y,1,225000.0,Working,Higher education,Separated,House / apartment,14816,1672,0,0,0,Core staff,2.0,25.0,2.0
F,Y,N,0,225000.0,Working,Higher education,Married,House / apartment,15318,5490,0,0,0,Accountants,2.0,53.0,1.0
F,N,Y,0,112500.0,Pensioner,Higher education,Married,House / apartment,22037,0,0,0,0,unknown,2.0,7.0,0.0
F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,20900,0,0,1,0,unknown,2.0,40.0,1.0
M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,9889,2289,0,0,0,Managers,2.0,36.0,2.0
F,Y,N,0,189000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17864,705,1,0,0,High skill tech staff,2.0,6.0,0.0
M,N,N,0,90000.0,Working,Secondary / secondary special,Single / not married,With parents,9900,170,1,0,0,Drivers,1.0,16.0,2.0
F,Y,N,1,306000.0,Working,Higher education,Married,House / apartment,9310,1678,0,0,0,unknown,3.0,8.0,0.0
F,N,Y,0,193500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17909,121,0,0,0,Laborers,2.0,7.0,2.0
F,N,Y,0,180000.0,State servant,Higher education,Single / not married,House / apartment,12410,3270,0,0,0,Core staff,1.0,37.0,2.0
F,N,Y,0,65250.0,Pensioner,Secondary / secondary special,Widow,House / apartment,19897,0,0,1,0,unknown,1.0,32.0,2.0
F,N,N,0,108000.0,State servant,Secondary / secondary special,Married,Municipal apartment,8862,1625,1,0,0,Medicine staff,2.0,32.0,1.0
F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,15929,2879,0,1,0,Laborers,2.0,33.0,0.0
M,Y,Y,1,157500.0,State servant,Higher education,Married,House / apartment,11609,2495,0,0,0,unknown,3.0,48.0,2.0
F,N,N,1,81000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,13894,980,0,0,0,Laborers,3.0,23.0,2.0
F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,10737,2078,0,0,1,Sales staff,2.0,40.0,2.0
F,N,N,0,202500.0,Working,Higher education,Married,House / apartment,16100,4939,0,1,0,Core staff,2.0,53.0,2.0
M,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,9380,1713,1,1,0,unknown,1.0,25.0,2.0
M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,13790,5639,1,1,0,unknown,3.0,29.0,0.0
M,Y,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,13749,925,0,0,0,unknown,2.0,5.0,0.0
F,N,Y,1,67500.0,Working,Secondary / secondary special,Separated,House / apartment,11126,2087,1,1,0,Accountants,2.0,10.0,0.0
M,Y,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,15974,4867,0,0,1,Drivers,3.0,51.0,2.0
F,N,Y,0,180000.0,Pensioner,Higher education,Widow,House / apartment,22419,0,0,0,0,unknown,1.0,47.0,2.0
F,N,Y,0,167400.0,Pensioner,Secondary / secondary special,Married,House / apartment,19028,0,0,0,0,unknown,2.0,8.0,1.0
F,N,N,1,153000.0,Working,Incomplete higher,Married,House / apartment,11881,716,1,1,1,Sales staff,3.0,1.0,1.0
F,N,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,12478,3569,0,0,0,Managers,3.0,26.0,2.0
F,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,18114,10121,0,0,0,High skill tech staff,2.0,11.0,2.0
F,N,N,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,18799,1466,1,0,0,Cleaning staff,1.0,22.0,2.0
F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,13639,188,1,0,0,Cooking staff,3.0,46.0,2.0
F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,19010,6761,1,1,0,Cleaning staff,2.0,30.0,2.0
M,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,13424,4754,0,0,1,Laborers,2.0,3.0,1.0
F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,11490,3116,1,1,0,unknown,2.0,45.0,2.0
F,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,13095,1652,0,0,0,High skill tech staff,2.0,31.0,2.0
M,Y,N,1,171000.0,Working,Higher education,Married,With parents,15420,1563,0,0,0,unknown,3.0,16.0,2.0
M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,23406,2617,0,0,0,Security staff,2.0,39.0,0.0
M,Y,Y,1,315000.0,Commercial associate,Higher education,Married,House / apartment,17370,492,0,0,0,High skill tech staff,3.0,4.0,2.0
M,Y,N,2,427500.0,Commercial associate,Higher education,Married,House / apartment,14561,4745,0,1,0,unknown,4.0,56.0,2.0
F,Y,Y,1,630000.0,Working,Secondary / secondary special,Married,House / apartment,17755,401,0,0,0,unknown,3.0,23.0,2.0
F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,16834,5074,0,0,0,Laborers,2.0,51.0,2.0
M,Y,Y,3,202500.0,Working,Secondary / secondary special,Married,House / apartment,13350,1981,0,0,0,Laborers,5.0,29.0,2.0
M,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,17972,1917,1,1,0,Sales staff,1.0,49.0,2.0
M,Y,Y,0,176400.0,Commercial associate,Higher education,Married,Rented apartment,9819,190,1,1,0,Sales staff,2.0,20.0,1.0
M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,8351,124,0,0,0,Drivers,1.0,0.0,1.0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Widow,House / apartment,16917,4081,1,0,0,Laborers,1.0,3.0,0.0
F,N,N,1,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,13436,2452,0,0,0,High skill tech staff,2.0,1.0,1.0
F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,16372,3900,0,1,0,Laborers,2.0,24.0,1.0
F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,14667,1048,1,1,0,Accountants,2.0,12.0,1.0
F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,21135,0,0,0,0,unknown,1.0,52.0,2.0
F,N,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,13787,3082,0,0,0,Core staff,4.0,16.0,2.0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,21665,0,0,1,0,unknown,2.0,26.0,2.0
M,N,Y,0,247500.0,State servant,Secondary / secondary special,Married,House / apartment,13570,5364,0,0,0,Medicine staff,2.0,16.0,2.0
M,Y,N,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,14869,6904,0,1,0,Laborers,2.0,6.0,2.0
F,N,Y,0,148500.0,Working,Higher education,Married,House / apartment,17641,889,0,0,0,Core staff,2.0,18.0,2.0
M,N,Y,0,202500.0,Commercial associate,Higher education,Separated,House / apartment,15828,626,0,1,0,unknown,1.0,5.0,2.0
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,24047,0,0,0,0,unknown,2.0,49.0,2.0
M,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,23209,0,0,0,0,unknown,2.0,17.0,1.0
M,N,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,15168,200,0,0,0,High skill tech staff,1.0,41.0,1.0
F,N,Y,0,153000.0,Pensioner,Higher education,Married,House / apartment,21899,0,0,1,0,unknown,2.0,11.0,2.0
F,N,Y,0,90000.0,Pensioner,Higher education,Married,House / apartment,21286,0,0,0,0,unknown,2.0,25.0,2.0
F,Y,Y,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,21027,0,0,0,0,unknown,2.0,11.0,1.0
F,N,N,0,67500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,15563,309,0,0,0,Cooking staff,2.0,8.0,2.0
F,Y,Y,0,166500.0,Commercial associate,Higher education,Single / not married,House / apartment,12337,4239,0,0,0,Managers,1.0,51.0,2.0
M,Y,Y,1,810000.0,Commercial associate,Incomplete higher,Civil marriage,Office apartment,17922,3455,0,0,0,Security staff,3.0,47.0,2.0
M,Y,N,2,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,16479,4082,0,0,0,Laborers,4.0,55.0,2.0
F,N,N,0,157500.0,Working,Secondary / secondary special,Widow,House / apartment,16509,2013,1,1,0,Sales staff,1.0,23.0,2.0
M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,19438,5314,0,0,0,Drivers,2.0,14.0,2.0
F,N,N,0,128542.5,Commercial associate,Higher education,Single / not married,Rented apartment,9351,370,1,0,1,Sales staff,1.0,26.0,2.0
F,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,13768,2565,0,0,0,Managers,3.0,48.0,2.0
M,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,20878,1782,0,0,0,unknown,2.0,38.0,2.0
M,N,Y,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,12394,381,0,0,0,Laborers,2.0,31.0,0.0
F,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15123,2873,0,1,0,Sales staff,2.0,36.0,1.0
M,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,9046,1202,1,1,1,unknown,1.0,16.0,2.0
M,N,Y,0,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,17047,0,0,0,0,unknown,2.0,9.0,2.0
F,N,Y,0,99000.0,State servant,Higher education,Married,House / apartment,18563,8284,1,1,0,Laborers,2.0,44.0,2.0
F,N,N,1,162000.0,Working,Secondary / secondary special,Married,Municipal apartment,15137,2238,1,1,0,Sales staff,3.0,40.0,1.0
M,N,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,15168,200,0,0,0,High skill tech staff,1.0,7.0,1.0
M,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,20491,0,0,0,0,unknown,2.0,16.0,1.0
M,Y,N,0,119250.0,Working,Secondary / secondary special,Civil marriage,House / apartment,17542,645,0,0,1,Drivers,2.0,48.0,2.0
F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,16234,6075,0,1,0,Laborers,3.0,18.0,0.0
F,N,Y,0,261000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,19758,1842,0,1,0,High skill tech staff,1.0,24.0,2.0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,19421,2017,0,0,0,unknown,1.0,5.0,2.0
F,N,Y,0,157500.0,Working,Higher education,Single / not married,House / apartment,11511,519,0,0,0,High skill tech staff,1.0,23.0,1.0
F,N,Y,0,135000.0,Pensioner,Higher education,Separated,House / apartment,20704,0,0,1,0,unknown,1.0,19.0,2.0
M,Y,Y,0,139500.0,Commercial associate,Higher education,Married,House / apartment,8723,263,1,0,0,Managers,2.0,21.0,1.0
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,15688,731,0,0,0,Drivers,2.0,20.0,1.0
F,N,Y,0,360000.0,Pensioner,Higher education,Married,House / apartment,22295,0,0,0,0,unknown,2.0,24.0,1.0
F,N,Y,0,166500.0,Working,Secondary / secondary special,Single / not married,With parents,9640,612,0,0,1,Sales staff,1.0,10.0,2.0
M,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,11462,4606,0,0,0,Laborers,4.0,12.0,2.0
F,Y,Y,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,11159,856,0,0,0,Sales staff,3.0,31.0,2.0
F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,22523,0,0,1,0,unknown,2.0,57.0,2.0
M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,15852,3304,0,0,0,Laborers,2.0,6.0,2.0
M,Y,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,14294,401,0,0,0,Managers,2.0,34.0,0.0
M,N,Y,0,198000.0,Pensioner,Higher education,Married,House / apartment,24662,0,0,0,0,unknown,2.0,43.0,0.0
M,Y,N,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,14136,2628,1,0,0,Managers,4.0,7.0,1.0
F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,20258,0,0,0,0,unknown,2.0,2.0,1.0
M,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,19564,0,0,1,0,unknown,2.0,42.0,2.0
M,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,15000,1117,0,0,1,Managers,2.0,47.0,2.0
M,Y,N,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,9509,2662,1,1,0,Drivers,4.0,27.0,1.0
F,N,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,19684,12032,0,1,0,Medicine staff,3.0,52.0,2.0
F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,15737,432,0,0,0,unknown,1.0,46.0,1.0
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,18865,0,0,0,0,unknown,1.0,44.0,2.0
F,N,Y,0,94500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,24302,0,0,0,0,unknown,1.0,6.0,2.0
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,23146,0,0,0,0,unknown,1.0,46.0,2.0
M,Y,N,0,261000.0,State servant,Higher education,Married,Municipal apartment,11117,2676,0,0,0,Core staff,2.0,44.0,1.0
M,N,Y,2,162000.0,Working,Secondary / secondary special,Married,House / apartment,11127,4266,0,0,0,unknown,4.0,32.0,2.0
F,N,Y,0,207000.0,Working,Secondary / secondary special,Married,House / apartment,20488,407,0,1,0,unknown,2.0,54.0,2.0
M,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,12910,359,0,1,0,Drivers,3.0,15.0,2.0
F,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,14642,345,0,0,0,Cooking staff,3.0,25.0,2.0
F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,21188,5818,0,0,0,unknown,2.0,7.0,1.0
M,N,N,0,270000.0,Working,Higher education,Married,House / apartment,10734,2511,0,1,0,unknown,2.0,52.0,2.0
M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,18109,3484,0,0,0,Drivers,2.0,35.0,2.0
F,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,17641,0,0,0,0,unknown,2.0,16.0,2.0
M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,14321,1537,0,0,0,Drivers,2.0,21.0,2.0
F,N,Y,0,135000.0,State servant,Incomplete higher,Single / not married,With parents,9873,2086,0,1,1,unknown,1.0,16.0,0.0
F,N,Y,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,11107,1953,0,0,0,Core staff,2.0,13.0,2.0
F,N,Y,1,112500.0,State servant,Secondary / secondary special,Married,House / apartment,14887,2599,0,0,0,Managers,3.0,5.0,2.0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,18759,0,0,0,0,unknown,2.0,18.0,2.0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,9733,187,0,0,0,Sales staff,1.0,23.0,2.0
F,N,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,14357,3120,1,1,0,Sales staff,3.0,56.0,2.0
F,N,Y,0,45000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,13378,1009,1,0,0,Managers,2.0,23.0,2.0
F,Y,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17162,212,0,0,0,Cleaning staff,2.0,10.0,2.0
F,N,N,2,180000.0,Working,Higher education,Married,House / apartment,11905,1700,0,0,0,High skill tech staff,4.0,16.0,1.0
M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,10847,2712,0,0,0,Laborers,2.0,38.0,2.0
F,N,N,0,360000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,22770,5459,0,0,0,unknown,1.0,3.0,1.0
F,Y,N,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,15179,991,0,0,0,Laborers,3.0,26.0,2.0
M,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,15990,1100,0,0,0,Laborers,1.0,20.0,1.0
F,N,Y,0,112500.0,Working,Incomplete higher,Single / not married,Rented apartment,8347,1598,0,0,0,Laborers,1.0,37.0,2.0
F,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,21131,9379,0,1,0,unknown,2.0,49.0,2.0
F,N,N,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,20669,13102,1,0,0,Medicine staff,1.0,19.0,0.0
F,N,N,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,9189,436,1,0,0,Drivers,3.0,23.0,2.0
M,Y,Y,0,153000.0,Working,Higher education,Separated,With parents,20013,7640,0,0,1,Managers,1.0,56.0,2.0
F,N,N,0,153000.0,Working,Secondary / secondary special,Married,House / apartment,15485,900,1,0,0,Sales staff,2.0,28.0,2.0
F,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,22504,0,0,1,0,unknown,1.0,15.0,2.0
F,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,18577,2441,0,0,0,Accountants,1.0,40.0,2.0
F,N,Y,2,180000.0,Working,Higher education,Married,House / apartment,11560,467,1,0,0,unknown,4.0,45.0,2.0
M,Y,Y,0,144000.0,Commercial associate,Higher education,Married,House / apartment,19270,2356,0,1,0,Managers,2.0,39.0,1.0
F,Y,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,16098,4449,0,0,0,Laborers,2.0,46.0,2.0
F,N,N,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,18799,1466,1,0,0,Cleaning staff,1.0,14.0,1.0
M,Y,Y,0,252000.0,Commercial associate,Higher education,Married,House / apartment,13796,2682,0,0,0,Drivers,2.0,52.0,0.0
M,Y,Y,0,207000.0,Pensioner,Higher education,Married,House / apartment,24312,0,0,0,0,unknown,2.0,32.0,1.0
M,Y,N,0,180000.0,Commercial associate,Incomplete higher,Single / not married,With parents,9538,195,0,0,0,Laborers,1.0,5.0,2.0
F,N,Y,0,90000.0,Working,Lower secondary,Single / not married,House / apartment,10523,2778,0,0,0,Core staff,1.0,6.0,2.0
F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,17058,628,0,1,1,Sales staff,3.0,13.0,2.0
F,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,18667,2150,1,0,0,Managers,2.0,31.0,2.0
F,N,N,1,225000.0,State servant,Higher education,Civil marriage,House / apartment,11279,1788,0,1,0,Medicine staff,3.0,21.0,2.0
F,N,N,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,17087,7310,1,1,0,Medicine staff,2.0,57.0,2.0
